AR_Bon,Winkel,WinkelNaam,Contract,Aankomst,Cont,Emb,Pap,Ret,Oz,Rolly,Bb,Tr,Mdw,Dd,Route,Dd_Lever,VanDC,Rollin,Dolly,Pllt
352623071,3742,Dorpsstraat;Bergschenhoek,12/18/2023 16:37,12/18/2023 16:20,30,14,1,0,0,11,6,0,JUMBO\EllendeNijs,12/19/2023 11:08,31043,12/18/2023,WOERVERS,0,0,0
352623079,4623,Sluisplein;Ouderkerk Ad Amstel,12/18/2023 16:15,12/18/2023 16:21,0,20,0,0,0,1,0,0,JUMBO\EllendeNijs,12/19/2023 11:09,31148,12/18/2023,WOERVERS,0,0,0
352623080,4739,Mereveldplein;Demeern,12/18/2023 15:46,12/18/2023 15:25,40,19,1,0,0,11,6,0,JUMBO\AnoesjkaPels,12/19/2023 13:36,31091,12/18/2023,WOERVERS,0,0,0
352623091,3669,Meeuwenveld;Zoetermeer,12/18/2023 15:00,12/18/2023 15:16,30,14,0,0,0,10,8,0,JUMBO\AnoesjkaPels,12/19/2023 13:35,31186,12/18/2023,WOERVERS,0,0,0
352623139,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 13:12,12/18/2023 12:55,0,0,0,0,0,0,0,0,JUMBO\EllendeNijs,12/19/2023 12:11,31078,12/18/2023,WOERVERS,0,0,24
352623169,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 15:20,12/18/2023 14:50,0,0,0,0,0,0,0,0,JUMBO\MarleneSetrosentono,12/20/2023 10:01,31605,12/18/2023,WOERDKW,0,0,0
352623172,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 14:01,12/18/2023 13:25,0,0,0,0,0,0,0,0,JUMBO\AnoesjkaPels,12/21/2023 13:26,31576,12/18/2023,WOERDKW,0,0,0
352623182,3696,'Tplein;Leusden,12/18/2023 17:40,12/18/2023 18:00,40,13,0,0,0,10,3,0,JUMBO\EllendeNijs,12/19/2023 11:07,31106,12/18/2023,WOERVERS,0,0,0
352623183,4688,Paardenmarkt;Alkmaar,12/18/2023 17:02,12/18/2023 17:00,20,16,1,0,0,0,4,0,JUMBO\EllendeNijs,12/19/2023 11:11,31139,12/18/2023,WOERVERS,0,0,0
352623184,6330,Ruigenburg;Gouda,12/18/2023 16:08,12/18/2023 16:34,20,12,0,0,0,12,5,0,JUMBO\EllendeNijs,12/19/2023 11:22,31103,12/18/2023,WOERVERS,0,0,0
352623185,6413,Melis Stokelaan;Uitgeest,12/18/2023 16:54,12/18/2023 17:10,30,19,0,0,0,11,4,0,JUMBO\EllendeNijs,12/19/2023 11:22,31215,12/18/2023,WOERVERS,0,0,0
352623186,4921,Korte Steijnlaan;Zeist,12/18/2023 16:10,12/18/2023 15:45,30,17,1,0,0,10,8,0,JUMBO\EllendeNijs,12/19/2023 11:20,31094,12/18/2023,WOERVERS,0,0,0
352623187,6186,Julianaplein;Amsterdam,12/18/2023 16:21,12/18/2023 16:50,0,0,0,0,0,0,0,0,JUMBO\EllendeNijs,12/19/2023 11:21,31017,12/18/2023,WOERVERS,0,0,0
352623188,8032,Markelerbergpad;Amsterdam,12/18/2023 16:22,12/18/2023 16:16,19,8,0,0,0,5,1,0,JUMBO\EllendeNijs,12/19/2023 11:24,31013,12/18/2023,WOERVERS,0,0,0
352623201,4605,Bellestein;Ede,12/18/2023 17:04,12/18/2023 17:21,35,14,1,0,0,0,7,0,JUMBO\EllendeNijs,12/19/2023 11:08,31173,12/18/2023,WOERVERS,0,0,0
352623202,5035,Stadspoort;Ede.,12/18/2023 16:40,12/18/2023 16:40,0,0,0,0,0,0,0,0,JUMBO\EllendeNijs,12/19/2023 11:21,31173,12/18/2023,WOERVERS,0,0,0
352623225,3159,Spoorhaag;Houten,12/18/2023 16:24,12/18/2023 16:24,25,17,0,0,0,1,8,0,JUMBO\EllendeNijs,12/19/2023 11:03,31082,12/18/2023,WOERVERS,0,0,0
352623242,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 14:01,12/18/2023 14:18,0,0,0,0,0,0,0,0,JUMBO\MarleneSetrosentono,12/20/2023 10:00,31142,12/18/2023,WOERDKW,0,0,0
352623245,3049,Sicilëboulevard;Rotterdam,12/18/2023 14:07,12/18/2023 14:45,25,8,1,0,0,10,5,0,JUMBO\AnoesjkaPels,12/20/2023 13:26,31070,12/18/2023,WOERVERS,0,0,0
352623246,4722,Sportlaan;Gouda,12/18/2023 14:33,12/18/2023 14:30,40,19,1,0,0,1,10,0,JUMBO\AnoesjkaPels,12/19/2023 13:35,31218,12/18/2023,WOERVERS,0,0,0
352623248,5471,Julianalaan;Montfoort,12/18/2023 14:19,12/18/2023 14:10,25,10,0,0,0,11,3,0,JUMBO\AnoesjkaPels,12/19/2023 13:33,31112,12/18/2023,WOERVERS,0,0,0
352623259,3052,Bastiaansplein;Delft,12/18/2023 14:46,12/18/2023 14:51,40,14,1,0,0,20,8,0,JUMBO\AnoesjkaPels,12/19/2023 13:34,31156,12/18/2023,WOERDKW,0,0,0
352623260,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 14:59,12/18/2023 14:03,0,0,0,0,0,0,0,0,JUMBO\MarleneSetrosentono,12/20/2023 10:01,31076,12/18/2023,WOERDKW,0,0,240
352623265,3512,Molenvlietbrink;Woerden,12/18/2023 15:05,12/18/2023 15:05,20,11,0,0,0,10,2,0,JUMBO\AnoesjkaPels,12/19/2023 13:33,31073,12/18/2023,WOERDKW,0,0,0
352623266,3663,La Fontaineplein;Woerden,12/18/2023 14:01,12/18/2023 14:01,15,11,0,0,0,10,0,0,JUMBO\AnoesjkaPels,12/19/2023 13:33,31073,12/18/2023,WOERDKW,0,0,0
352623292,4751,Weimarstraat;Den Haag,12/18/2023 14:34,12/18/2023 14:35,21,11,0,0,0,0,10,0,JUMBO\AnoesjkaPels,12/19/2023 13:34,31064,12/18/2023,WOERVERS,0,0,0
352623293,3780,Patijnenburg;Naaldwijk,12/18/2023 16:25,12/18/2023 17:34,0,0,0,0,0,0,0,0,JUMBO\EllendeNijs,12/19/2023 14:18,31609,12/18/2023,WOERVERS,0,0,0
352623298,3633,Raadhuisplein;Bodegraven,12/18/2023 16:18,12/18/2023 17:01,10,25,9,0,0,10,10,0,JUMBO\EllendeNijs,12/19/2023 11:06,31213,12/18/2023,WOERVERS,0,0,0
352623300,7097,Marktlaan;Hoofddorp,12/18/2023 17:40,12/18/2023 18:05,5,10,0,0,0,10,3,0,JUMBO\EllendeNijs,12/19/2023 11:23,31211,12/18/2023,WOERVERS,0,0,0
352623301,3752,Vliethof;Wateringen,12/18/2023 17:15,12/18/2023 17:22,0,0,0,0,0,0,0,0,JUMBO\MarleneSetrosentono,12/20/2023 13:32,31055,12/18/2023,WOERVERS,0,0,0
352623302,7081,Langestraat;Schagen,12/18/2023 18:01,12/18/2023 17:50,15,8,2,0,0,0,3,0,JUMBO\EllendeNijs,12/19/2023 11:23,31196,12/18/2023,WOERVERS,0,0,0
352623303,5022,Vianensestraat;Culemborg,12/18/2023 16:46,12/18/2023 16:27,30,15,1,0,0,0,7,0,JUMBO\EllendeNijs,12/19/2023 11:21,31199,12/18/2023,WOERVERS,0,0,0
352623305,3091,Middelwaard;Zoetermeer,12/18/2023 16:57,12/18/2023 16:57,30,13,1,0,0,10,13,0,JUMBO\EllendeNijs,12/19/2023 11:03,31097,12/18/2023,WOERVERS,0,0,0
352623306,6348,Kennedyplein;Nieuwkoop,12/18/2023 17:00,12/18/2023 17:00,25,8,1,0,0,11,5,0,JUMBO\EllendeNijs,12/19/2023 11:22,31193,12/18/2023,WOERVERS,0,0,0
352623307,3051,Troelstralaan;Delft,12/18/2023 17:04,12/18/2023 17:54,30,2,1,0,0,0,2,0,JUMBO\EllendeNijs,12/19/2023 11:02,31031,12/18/2023,WOERVERS,0,0,0
352623309,3428,Reigersbos;Amsterdam,12/18/2023 17:05,12/18/2023 17:02,26,11,7,0,0,0,8,0,JUMBO\EllendeNijs,12/19/2023 11:04,31037,12/18/2023,WOERVERS,0,0,1
352623310,3477,Rijksstraatweg;Loenenadvecht,12/18/2023 17:08,12/18/2023 17:28,25,10,1,0,0,6,3,0,JUMBO\EllendeNijs,12/19/2023 11:04,31079,12/18/2023,WOERVERS,0,0,0
352623311,3119,Wiekslag;Amersfoort,12/18/2023 17:09,12/18/2023 17:20,20,7,1,0,0,1,4,0,JUMBO\EllendeNijs,12/19/2023 11:03,31040,12/18/2023,WOERVERS,0,0,0
352623312,6570,Paradeplein;Nootdorp,12/18/2023 16:57,12/18/2023 17:36,25,14,1,0,0,10,8,0,JUMBO\EllendeNijs,12/19/2023 11:23,31228,12/18/2023,WOERVERS,0,0,0
352623313,4822,Groenhof;Amstelveen,12/18/2023 17:03,12/18/2023 17:11,16,14,10,0,0,10,4,0,JUMBO\EllendeNijs,12/19/2023 11:12,31165,12/18/2023,WOERVERS,0,0,0
352623315,3463,Haydnplein;Heemskerk,12/18/2023 17:46,12/18/2023 17:35,30,6,1,0,0,0,2,0,JUMBO\MarleneSetrosentono,12/20/2023 9:38,31028,12/18/2023,WOERVERS,0,0,0
352623316,3782,Loosdrecht;Nootweg,12/18/2023 17:08,12/18/2023 17:08,25,14,0,0,0,1,4,0,JUMBO\EllendeNijs,12/19/2023 11:08,31190,12/18/2023,WOERVERS,0,0,0
352623994,4703,Gedempt Hamerkanaal;Amsterdam,12/18/2023 18:03,12/18/2023 18:20,0,17,0,0,0,0,6,0,JUMBO\EllendeNijs,12/19/2023 11:01,31219,12/18/2023,WOERDKW,0,0,0
352623995,3054,Buikslotermeerplein;Amsterdam,12/18/2023 19:00,12/18/2023 19:02,0,14,2,0,0,0,8,0,JUMBO\EllendeNijs,12/19/2023 11:00,31219,12/18/2023,WOERDKW,0,0,0
352624130,3539,Promenade;Waddinxveen,12/18/2023 16:58,12/18/2023 17:10,45,21,1,0,0,10,9,0,JUMBO\EllendeNijs,12/19/2023 11:06,31088,12/18/2023,WOERVERS,0,0,0
352624131,3520,Kastelenstraat;Amsterdam,12/18/2023 19:13,12/18/2023 19:13,30,15,1,0,0,1,4,0,JUMBO\EllendeNijs,12/19/2023 11:05,31216,12/18/2023,WOERVERS,0,0,0
352624132,4664,Laagraadstede;Nieuwegein,12/18/2023 17:36,12/18/2023 17:36,50,11,0,0,0,1,2,0,JUMBO\EllendeNijs,12/19/2023 11:09,31034,12/18/2023,WOERVERS,0,0,0
352624133,5107,Westwal;Leerdam,12/18/2023 17:19,12/18/2023 17:19,40,15,2,0,0,10,8,0,JUMBO\EllendeNijs,12/19/2023 14:20,31208,12/18/2023,WOERVERS,0,0,0
352624134,4745,Osdorpplein;Amsterdam,12/18/2023 18:39,12/18/2023 18:00,11,14,1,0,0,2,4,0,JUMBO\EllendeNijs,12/19/2023 11:11,31008,12/18/2023,WOERVERS,0,0,0
352624135,3470,de Biezen;Ijsselstein,12/18/2023 17:15,12/18/2023 17:30,41,15,0,0,0,10,5,0,JUMBO\EllendeNijs,12/19/2023 11:04,31025,12/18/2023,WOERVERS,0,0,0
352624136,4679,Verlengde Houtrakgracht; Utrecht,12/18/2023 17:29,12/18/2023 18:17,65,11,1,0,0,11,6,0,JUMBO\EllendeNijs,12/19/2023 11:11,31222,12/18/2023,WOERVERS,0,0,1
352624137,3427,Oostelijke Handelskade;Amsterdam,12/18/2023 17:58,12/18/2023 19:00,34,7,0,0,0,2,2,0,JUMBO\EllendeNijs,12/19/2023 9:09,31187,12/18/2023,WOERVERS,0,0,0
352624142,3054,Buikslotermeerplein;Amsterdam,12/18/2023 20:18,12/18/2023 14:45,31,0,21,0,0,10,0,0,JUMBO\EllendeNijs,12/19/2023 11:03,31214,12/18/2023,WOERVERS,0,0,0
352624144,4761,Linnaeusstraat;Amsterdam,12/18/2023 19:06,12/18/2023 19:35,26,7,6,0,0,10,0,0,JUMBO\EllendeNijs,12/19/2023 11:12,31014,12/18/2023,WOERVERS,0,0,0
352624193,4624,Ina Boudier Bakkerhof;Utrecht,12/18/2023 17:04,12/18/2023 17:42,55,4,1,0,0,1,3,0,JUMBO\MarleneSetrosentono,12/20/2023 9:57,31085,12/18/2023,WOERVERS,0,0,0
352624870,3717,Miereakker;Reeuwijk,12/18/2023 17:09,12/18/2023 17:09,30,11,1,0,0,10,4,0,JUMBO\EllendeNijs,12/19/2023 11:07,31205,12/18/2023,WOERVERS,0,0,0
352624871,4913,Euterpedreef;Utrecht,12/18/2023 18:07,12/18/2023 18:15,30,12,1,0,0,11,10,0,JUMBO\EllendeNijs,12/19/2023 11:13,31202,12/18/2023,WOERVERS,0,0,0
352624876,3403,Tournoysveld;Woerden,12/18/2023 16:48,12/18/2023 16:48,10,17,11,0,0,10,10,0,JUMBO\EllendeNijs,12/19/2023 11:03,31046,12/18/2023,WOERVERS,0,0,0
352627506,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 8:30,12/18/2023 8:40,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:47,31220,12/18/2023,WOERDKW,0,0,14
352627583,8023,Wolvenstraat;Amsterdam,12/18/2023 18:00,12/18/2023 18:00,6,5,4,0,0,11,1,0,JUMBO\AnoesjkaPels,12/29/2023 9:50,31019,12/18/2023,WOERDKW,0,0,0
352628115,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 7:30,12/18/2023 7:45,0,0,0,0,0,0,48,0,JUMBO\AnoesjkaPels,12/19/2023 13:52,31601,12/18/2023,WOERDKW,0,0,0
352628116,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 5:15,12/18/2023 5:16,0,0,0,0,0,0,48,0,JUMBO\AnoesjkaPels,12/19/2023 13:53,31047,12/18/2023,WOERDKW,0,0,0
352628117,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 5:51,12/18/2023 5:30,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:46,31166,12/18/2023,WOERDKW,0,0,0
352629395,3548,Luifelbaan;Wassenaar,12/18/2023 8:23,12/18/2023 8:23,25,10,0,0,0,1,3,0,JUMBO\TillyLanza,12/18/2023 14:44,31038,12/18/2023,WOERDKW,0,0,0
352629396,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 7:30,12/18/2023 7:30,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:46,31038,12/18/2023,WOERDKW,0,0,0
352629397,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 7:00,12/18/2023 6:30,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:46,31143,12/18/2023,WOERDKW,0,0,0
352629398,7112,van Bergenstraat;Scheveningen,12/18/2023 8:00,12/18/2023 7:20,40,19,1,0,0,10,4,0,JUMBO\AnoesjkaPels,12/19/2023 13:42,31143,12/18/2023,WOERDKW,0,0,0
352629401,7125,Liguster;Leidschendamkeuken,12/18/2023 8:50,12/18/2023 9:12,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:45,31023,12/18/2023,WOERDKW,0,0,0
352629402,4850,Anemoonstraat;Den Haag,12/18/2023 8:15,12/18/2023 8:20,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:45,31023,12/18/2023,WOERDKW,0,0,0
352629403,7120,Liguster;Leidschendam,12/18/2023 9:02,12/18/2023 9:12,31,26,4,0,0,0,5,0,JUMBO\TillyLanza,12/18/2023 14:45,31023,12/18/2023,WOERDKW,0,0,0
352629425,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 8:51,12/18/2023 8:40,5,27,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 14:46,31129,12/18/2023,WOERDKW,0,0,0
352629426,4916,Jacob van Den Eyndestraat;Voorburg,12/18/2023 9:05,12/18/2023 9:05,60,19,1,0,0,1,1,0,JUMBO\TillyLanza,12/18/2023 14:45,31206,12/18/2023,WOERDKW,0,0,0
352629433,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 9:00,12/18/2023 8:55,0,2,0,0,0,0,19,0,JUMBO\TillyLanza,12/18/2023 14:45,31603,12/18/2023,WOERDKW,0,0,0
352629439,3444,Volendamlaan;Den Haag,12/18/2023 5:30,12/18/2023 5:30,5,11,1,0,0,7,11,0,JUMBO\kittyverheul,12/19/2023 13:26,31182,12/18/2023,WOERVERS,0,0,0
352629440,3429,Wisseloord;Amsterdam,12/18/2023 5:30,12/18/2023 5:30,40,5,0,0,0,0,5,0,JUMBO\kittyverheul,12/19/2023 13:26,31020,12/18/2023,WOERVERS,0,0,0
352629441,6364,"Westerstraat, Amsterdam",12/18/2023 5:00,12/18/2023 4:55,6,5,6,0,0,0,4,0,JUMBO\TillyLanza,12/18/2023 14:57,31001,12/18/2023,WOERVERS,0,0,0
352629442,4777,Leyweg;Denhaag,12/18/2023 5:03,12/18/2023 5:00,0,28,1,0,0,11,14,0,JUMBO\TillyLanza,12/18/2023 14:57,31134,12/18/2023,WOERVERS,0,0,0
352629443,3048,Molengang;Anna Paulowna,12/18/2023 6:23,12/18/2023 6:23,45,24,2,0,0,10,7,0,JUMBO\TillyLanza,12/18/2023 14:49,31083,12/18/2023,WOERVERS,0,0,0
352629444,6444,Kruidenhof;Diemen,12/18/2023 5:00,12/18/2023 4:55,40,13,1,0,0,1,10,0,JUMBO\TillyLanza,12/18/2023 14:58,31128,12/18/2023,WOERVERS,0,0,0
352629445,3047,J Naberstraat;Alkmaar,12/18/2023 5:37,12/18/2023 5:35,26,14,1,0,0,11,8,0,JUMBO\AnoesjkaPels,12/19/2023 13:31,31149,12/18/2023,WOERVERS,0,0,0
352629446,8836,Efc Bleiswijk:Laanvanmathenesse,12/18/2023 4:01,12/18/2023 3:55,0,0,0,0,0,0,0,0,JUMBO\TillyLanza,12/18/2023 15:00,31131,12/18/2023,WOERVERS,0,0,24
352629447,8023,Wolvenstraat;Amsterdam,12/18/2023 7:00,12/18/2023 7:00,15,5,5,0,0,0,1,0,JUMBO\AnoesjkaPels,12/29/2023 9:54,31018,12/18/2023,WOERVERS,0,0,0
352629448,7108,Willem Eggertstraat;Purmerend,12/18/2023 6:33,12/18/2023 6:22,15,13,1,0,0,13,4,0,JUMBO\AnoesjkaPels,12/19/2023 13:31,31003,12/18/2023,WOERVERS,0,0,0
352629449,6364,"Westerstraat, Amsterdam",12/18/2023 5:00,12/18/2023 5:35,0,0,0,0,0,0,0,0,JUMBO\AnoesjkaPels,12/19/2023 13:52,31003,12/18/2023,WOERVERS,0,0,0
352629450,4762,Kruisstraat;Haarlem,12/18/2023 6:00,12/18/2023 6:00,25,7,1,0,0,10,2,0,JUMBO\AnoesjkaPels,12/19/2023 13:39,31065,12/18/2023,WOERVERS,0,0,0
353000107,6568,Zuiderpoort;Wijchen,12/19/2023 15:05,12/19/2023 14:50,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 10:08,12086,12/19/2023,VEGRDCDKW4,0,0,0
353000108,3685,Elsenhof;Bergeijk,12/19/2023 15:35,12/19/2023 10:53,0,11,0,0,0,10,0,0,JUMBO\wesselthoonen,12/20/2023 10:08,12609,12/19/2023,VEGRDCDKW4,0,0,0
353000109,4728,Gindrapassage;Bladel,12/19/2023 16:20,12/19/2023 18:00,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 7:07,12609,12/19/2023,VEGRDCDKW4,0,0,0
353000120,3487,Kerkstraat;Panningen,12/19/2023 16:50,12/19/2023 16:15,51,17,6,0,0,10,5,0,JUMBO\wesselthoonen,12/20/2023 7:06,12613,12/19/2023,VEGRDCDKW4,0,0,0
353000121,5087,2E Haagstraat;Helmond,12/19/2023 15:45,12/19/2023 16:03,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 7:07,12612,12/19/2023,VEGRDCDKW4,0,0,0
353000122,7101,Straelseweg;Venlo,12/19/2023 17:25,12/19/2023 18:12,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/22/2023 7:52,12612,12/19/2023,VEGRDCDKW4,0,0,0
353000123,3188,Wieënpassage;Venlo,12/19/2023 16:50,12/19/2023 17:15,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 7:07,12612,12/19/2023,VEGRDCDKW4,0,0,0
353000583,3704,Schoonstraat;Heesch,12/19/2023 16:19,12/19/2023 16:55,0,15,0,0,0,10,2,0,JUMBO\wesselthoonen,12/20/2023 7:06,12122,12/19/2023,VEGRDCDKW4,0,0,0
353000585,3462,Dorpsstraat;Heel,12/19/2023 16:45,12/19/2023 17:30,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 12:58,12615,12/19/2023,VEGRDCDKW4,0,0,0
353000590,4604,Raadhuisplein;Stein,12/19/2023 17:30,12/19/2023 18:30,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 12:58,12615,12/19/2023,VEGRDCDKW4,0,0,0
353001615,4717,Verlengde Noordkade;Veghel,12/19/2023 16:00,12/19/2023 16:09,0,0,0,0,0,0,0,0,JUMBO\MirandavanKessel,12/21/2023 12:43,12091,12/19/2023,VEGRDCDKW4,0,0,0
353001616,4725,Verlengde Noordkade;Veghelkeuken,12/19/2023 15:50,12/19/2023 16:09,0,0,0,0,0,0,0,0,JUMBO\MirandavanKessel,12/21/2023 12:43,12091,12/19/2023,VEGRDCDKW4,0,0,0
353001713,6421,Vierhoeksingel;Oss,12/19/2023 16:30,12/19/2023 17:30,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/20/2023 12:58,12515,12/19/2023,VEGRDCDKW4,0,0,0
353001716,3596,Kampsingel;Zevenaar,12/19/2023 18:07,12/19/2023 18:35,30,19,1,0,0,13,8,0,JUMBO\wesselthoonen,12/20/2023 10:09,12137,12/19/2023,VEGRDCDKW4,0,0,0
353001721,6427,Wolfskooi;Oss,12/19/2023 17:30,12/19/2023 18:30,20,13,0,0,0,10,5,0,JUMBO\wesselthoonen,12/20/2023 12:57,12515,12/19/2023,VEGRDCDKW4,0,0,0
353002002,3607,Veltumse Kleffen;Venray,12/19/2023 15:30,,0,0,0,0,0,0,0,0,,,12999,12/19/2023,VEGRDCDKW4,0,0,0
353003515,6598,Jumbo-Huus,12/19/2023 6:00,,0,0,0,0,0,0,0,0,,,19209,12/19/2023,VEGRDCDKW4,0,0,0
353003524,7055,Jumbo Huus Pal,12/19/2023 6:00,,0,0,0,0,0,0,0,0,,,19212,12/19/2023,VEGRDCDKW4,0,0,0
353003529,6579,Jumbo-Bid-Ede,12/19/2023 9:01,12/19/2023 13:45,15,4,0,0,0,0,0,0,JUMBO\VincentVanDerMierden,12/28/2023 11:24,19214,12/19/2023,VEGRDCDKW4,0,0,0
353003535,6702,Jumbo Huus Vers,12/19/2023 6:00,,0,0,0,0,0,0,0,0,,,19210,12/19/2023,VEGRDCVERS,0,0,0
353003536,6981,Jumbo Bood,12/19/2023 6:00,12/19/2023 6:40,0,0,0,0,0,0,0,0,JUMBO\VincentVanDerMierden,12/28/2023 13:38,19211,12/19/2023,VEGRDCVERS,0,0,0
353003541,6579,Jumbo-Bid-Ede,12/19/2023 9:01,12/19/2023 13:05,0,0,0,0,0,0,0,0,JUMBO\VincentVanDerMierden,12/28/2023 11:24,19213,12/19/2023,VEGRDCVERS,0,0,0
353004924,7043,Carboonplein;Kerkrade,12/19/2023 6:00,12/19/2023 6:00,35,10,1,0,0,1,6,0,JUMBO\wesselthoonen,12/19/2023 11:19,12156,12/19/2023,VEGRDCVERS,0,0,0
353004925,6193,het Straatje;Gennep,12/19/2023 7:25,12/19/2023 7:55,35,13,1,0,0,11,2,0,JUMBO\wesselthoonen,12/19/2023 11:12,12056,12/19/2023,VEGRDCVERS,0,0,0
353004926,4828,Europalaan;Winterswijk,12/19/2023 7:00,12/19/2023 7:00,40,23,1,0,0,21,5,0,JUMBO\wesselthoonen,12/19/2023 13:05,12036,12/19/2023,VEGRDCVERS,0,0,0
353004927,4874,Laag Mosae Forum;Maastricht,12/19/2023 8:00,12/19/2023 8:40,11,14,10,0,0,10,5,0,JUMBO\wesselthoonen,12/20/2023 8:07,12205,12/19/2023,VEGRDCVERS,0,0,0
353004928,4608,Drossaard;Uden,12/19/2023 6:59,12/19/2023 7:02,40,5,1,0,0,10,2,0,JUMBO\wesselthoonen,12/19/2023 11:17,12103,12/19/2023,VEGRDCVERS,0,0,0
353004931,5747,Den Koem;Groenlo,12/19/2023 8:59,12/19/2023 8:55,65,17,0,0,0,1,3,0,JUMBO\wesselthoonen,12/19/2023 13:00,12026,12/19/2023,VEGRDCVERS,0,0,0
353004932,3454,Basilica;Elst,12/19/2023 8:10,12/19/2023 9:10,20,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 13:04,12502,12/19/2023,VEGRDCVERS,0,0,0
353004933,4891,Roersingelpassage;Roermond,12/19/2023 9:00,12/19/2023 9:10,1,13,2,0,0,10,4,0,JUMBO\wesselthoonen,12/19/2023 13:03,12203,12/19/2023,VEGRDCVERS,0,0,0
353004934,3416,Julianaplein;Zetten,12/19/2023 6:00,12/19/2023 6:15,25,8,1,0,0,10,3,0,JUMBO\wesselthoonen,12/19/2023 11:10,12165,12/19/2023,VEGRDCVERS,0,0,0
353004935,3588,de Smidse;Nuenen,12/19/2023 7:00,12/19/2023 7:00,30,17,0,0,0,0,4,0,JUMBO\wesselthoonen,12/20/2023 7:24,12138,12/19/2023,VEGRDCVERS,0,0,0
353004936,6406,Kloosterplaats;Bemmel,12/19/2023 7:20,12/19/2023 8:05,50,14,4,0,0,17,5,0,JUMBO\wesselthoonen,12/20/2023 8:05,12028,12/19/2023,VEGRDCVERS,0,0,0
353004937,6600,Maaskantje;Den Dungen,12/19/2023 7:00,12/19/2023 7:25,35,12,2,0,0,0,3,0,JUMBO\wesselthoonen,12/19/2023 11:18,12092,12/19/2023,VEGRDCVERS,0,0,0
353004938,7128,Sint Agnesplein;Bunde,12/19/2023 7:00,12/19/2023 7:10,0,0,0,0,0,0,0,0,JUMBO\wesselthoonen,12/19/2023 11:13,12600,12/19/2023,VEGRDCVERS,0,0,0
353004939,6205,Walramplein;Valkenburg,12/19/2023 7:50,12/19/2023 7:50,25,7,1,0,0,10,1,0,JUMBO\wesselthoonen,12/19/2023 11:13,12600,12/19/2023,VEGRDCVERS,0,0,0
353004940,3116,Vinckenhofstraat;Venlo,12/19/2023 7:30,12/19/2023 7:35,20,11,1,0,0,7,3,0,JUMBO\wesselthoonen,12/19/2023 11:15,12109,12/19/2023,VEGRDCVERS,0,0,0
353004941,7089,Monseigneur Nolensplein;Venlo,12/19/2023 8:17,12/19/2023 8:30,5,1,1,0,0,0,1,0,JUMBO\wesselthoonen,12/19/2023 11:15,12109,12/19/2023,VEGRDCVERS,0,0,0
353004942,4834,Rembrandtplein;Nieuw Bergen,12/19/2023 8:59,12/19/2023 9:20,12,10,1,0,0,1,4,0,JUMBO\wesselthoonen,12/20/2023 7:19,12080,12/19/2023,VEGRDCVERS,0,0,0
353004943,5748,Diderna;Dieren,12/19/2023 8:40,12/19/2023 10:10,25,18,1,0,0,11,4,0,JUMBO\wesselthoonen,12/19/2023 13:01,12018,12/19/2023,VEGRDCVERS,0,0,0
353004944,3599,Capucijnerplein;Budel,12/19/2023 7:53,12/19/2023 8:05,15,15,4,0,0,10,3,0,JUMBO\wesselthoonen,12/19/2023 13:02,12089,12/19/2023,VEGRDCVERS,0,0,0
353004945,3083,Stationsstraat;Deurne,12/19/2023 6:00,12/19/2023 5:55,30,19,2,0,0,11,6,0,JUMBO\wesselthoonen,12/19/2023 11:15,12106,12/19/2023,VEGRDCVERS,0,0,0
